X,Y,PID/UUID,URL,Dateiname,Titel,Urheber,Entstehung,Koordninat,X-Koordina,Y-Koordina,Adresse,PLZ/Ort,Inhalt,Format,Ereignis,Verwertung,Unternehme,longitude,latitude
8.721861906920642,47.348577097023529,7d23916780e34ab8b232fe378d5ef4f8,https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/7d23916780e34ab8b232fe378d5ef4f8/image,1885_1892_01_015.jpg,1885_1892_01_015,"Gujer, Julius",1885-1892,"696960,244984",696960,244984,Freiestrasse 21,8610 Uster,Blick vom Hasenbühl auf kath. Kirche über den späteren Bauplatz fürs Schulhaus Freiestrasse auf das 1890 neu gebaute Rest. Steinfels.,jpeg,,https://creativecommons.org/publicdomain/zero/1.0/deed.de,"Stadtarchiv Uster, (ISIL: CH-000629-9)",8.721862,47.348577
8.720257213081913,47.347344545819617,8463589779b748f38638659d60bfa20c,https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/8463589779b748f38638659d60bfa20c/image,1885_1892_01_016.jpg,1885_1892_01_016,"Gujer, Julius",1885-1892,"696841,244845",696841,244845,Florastrasse 18,8610 Uster,Rückansicht von Florastrasse 16 (links) und 18 (rechts). Steine im Vordergrund gehören zur Fabrikkanalverkleidung.,jpeg,,https://creativecommons.org/publicdomain/zero/1.0/deed.de,"Stadtarchiv Uster, (ISIL: CH-000629-9)",8.720257,47.347345
8.717725722874702,47.347750435836382,0673ac356818404e8eb5cf424b7c3211,https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/0673ac356818404e8eb5cf424b7c3211/image,1885_1892_01_017.jpg,1885_1892_01_017,"Gujer, Julius",1885-1892,"696649,244887",696649,244887,Zentralstrasse 2a,8610 Uster,Sternenplatz. Ganz rechts der Garten Villa Zangger an der Zürichstrasse 1. Dahinter Fabrik Zangger von 1825. Mann auf der Kanalbrücke mit Geländer (mögl. Gujer). Links davon Inselhof.,jpeg,,https://creativecommons.org/publicdomain/zero/1.0/deed.de,"Stadtarchiv Uster, (ISIL: CH-000629-9)",8.717726,47.347750
8.717725722874702,47.347750435836382,fad55f35dbdc42f48c607aaee0144cc2,https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/fad55f35dbdc42f48c607aaee0144cc2/image,1885_1892_01_018.jpg,1885_1892_01_018,"Gujer, Julius",April 1891,"696649,244887",696649,244887,Zentralstrasse 2a,8610 Uster,Wie 1/17. „April 1891“. Kanalbrücke mit Steinen statt Geländer.,jpeg,,https://creativecommons.org/publicdomain/zero/1.0/deed.de,"Stadtarchiv Uster, (ISIL: CH-000629-9)",8.717726,47.347750
8.71828060922773,47.347708304009124,a34d324068b5480dbd31fe956eb096b1,https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/a34d324068b5480dbd31fe956eb096b1/image,1885_1892_01_019.jpg,1885_1892_01_019,"Gujer, Julius",April 1891,"696691,244883",696691,244883,Zentralstrasse 3,8610 Uster,"Zentralstrasse. Links Inselhof. Ganz rechts Zentralstrasse 5, links davon Zentralstrasse 3. Im Hintergrund Hotel Sternen. Aufnahme „April 1891“.",jpeg,,https://creativecommons.org/publicdomain/zero/1.0/deed.de,"Stadtarchiv Uster, (ISIL: CH-000629-9)",8.718281,47.347708
8.717725722874702,47.347750435836382,/34cd3438f5f040298735584e14105e00,https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/34cd3438f5f040298735584e14105e00/image,1885_1892_01_020.jpg,1885_1892_01_020,"Gujer, Julius",1885-1892,"696649,244887",696649,244887,Zentralstrasse 2a,8610 Uster,Fabrik Zangger von 1825. Ganz rechts: Garten Villa Zangger Zürichstrasse 1.,jpeg,,https://creativecommons.org/publicdomain/zero/1.0/deed.de,"Stadtarchiv Uster, (ISIL: CH-000629-9)",8.717726,47.347750
8.721718050934536,47.349199387348207,12ec3dd299394240800e2f6c939440fe,https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/12ec3dd299394240800e2f6c939440fe/image,1885_1892_01_024.jpg,1885_1892_01_024,"Gujer, Julius",1892,"696948,245053",696948,245053,Bahnstrasse 11,8610 Uster,"Sog. Villa Elektra, 1890 als Privatvilla für Alfred Zellweger und seine Familie erbaut.",jpeg,,https://creativecommons.org/publicdomain/zero/1.0/deed.de,"Stadtarchiv Uster, (ISIL: CH-000629-9)",8.721718,47.349199
8.716507238693042,47.343850877634047,df31e3fa3c7348858494cfbda24c1e6a,https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/df31e3fa3c7348858494cfbda24c1e6a/image,1885_1892_01_025.jpg,1885_1892_01_025,"Gujer, Julius",Herbst 1892,"696564,244452",696564,244452,Schwizerstrasse 2,8610 Uster,"Festtor für Erntedankfest 1892 bei Kreuzung Talacker-, Riediker- und Burgstrasse. Ganz links Burgstrasse 2, geradeaus Schwizerstrasse 2",jpeg,Erntedankfest,https://creativecommons.org/publicdomain/zero/1.0/deed.de,"Stadtarchiv Uster, (ISIL: CH-000629-9)",8.716507,47.343851
8.716699053932132,47.349093143876964,3b0607dee2e941b3b088bc3c90a7da51,https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/3b0607dee2e941b3b088bc3c90a7da51/image,1885_1892_01_026.jpg,1885_1892_01_026,"Gujer, Julius",Herbst 1892,"696569,245035",696569,245035,Poststrasse 20,8610 Uster,"Festtor für Erntedankfest 1892 an Kreuzung Zürich-, Post- und Seestrasse. Rechts Poststrasse 20 heute „Molino“.",jpeg,Erntedankfest,https://creativecommons.org/publicdomain/zero/1.0/deed.de,"Stadtarchiv Uster, (ISIL: CH-000629-9)",8.716699,47.349093
8.716699053932132,47.349093143876964,2332c08be432447da28e0b84dbf562f0,https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/2332c08be432447da28e0b84dbf562f0/image,1885_1892_01_030.jpg,1885_1892_01_030,"Gujer, Julius",Herbst 1892,"696569,245035",696569,245035,Poststrasse 20,8610 Uster,Wie 1/26. Man beachte den elektrischen Lampion im Tor über den Menschen.,jpeg,Erntedankfest,https://creativecommons.org/publicdomain/zero/1.0/deed.de,"Stadtarchiv Uster, (ISIL: CH-000629-9)",8.716699,47.349093
8.715844326839655,47.345459418323827,a109f2c8dd4b489480894f5450a51f42,https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/a109f2c8dd4b489480894f5450a51f42/image,1885_1892_01_031.jpg,1885_1892_01_031,"Gujer, Julius",Herbst 1892,"696511,244630",696511,244630,Talackerstrasse 2,8610 Uster,Für Erntedank geschmückte Talackerstrasse mit Blick aufs Gasthaus Kreuz (Mitte).,jpeg,Erntedankfest,https://creativecommons.org/publicdomain/zero/1.0/deed.de,"Stadtarchiv Uster, (ISIL: CH-000629-9)",8.715844,47.345459
8.716780021327301,47.345844864523492,ca2e7ac875904dc4b6e360e623a1b4d1,https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/ca2e7ac875904dc4b6e360e623a1b4d1/image,1885_1892_01_032.jpg,1885_1892_01_032,"Gujer, Julius",Herbst 1892,"696581,244674",696581,244674,ref. Kirche,8610 Uster,Schulweg mit Blick auf Kirche. Vorne rechts Zwiebelturmpavillon (Erntedankfest 1892).,jpeg,Erntedankfest,https://creativecommons.org/publicdomain/zero/1.0/deed.de,"Stadtarchiv Uster, (ISIL: CH-000629-9)",8.716780,47.345845
8.720257213081913,47.347344545819617,5d5af40898c84c43aaae8dcd750f511c,https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/5d5af40898c84c43aaae8dcd750f511c/image,1885_1892_01_033.jpg,1885_1892_01_033,"Gujer, Julius",Herbst 1892,"696841,244845",696841,244845,Florastrasse 18,8610 Uster,Festtor Imkerstrasse vor Villa Zangger an der Florastrasse 18 (Erntedankfest 1892).,jpeg,Erntedankfest,https://creativecommons.org/publicdomain/zero/1.0/deed.de,"Stadtarchiv Uster, (ISIL: CH-000629-9)",8.720257,47.347345
8.718417463204832,47.347895692838335,8583c422b7e54a7cac8ea6dbef86c919,https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/8583c422b7e54a7cac8ea6dbef86c919/image,1885_1892_01_034.jpg,1885_1892_01_034,"Gujer, Julius",1885-1892,"696701,244904",696701,244904,Florastrasse 2,8610 Uster,"Sternenplatz mit Blick in Florastrasse. Rechts Zentralstrasse 1, davor Wagen mit Brennholz. Die Platten in der Strassenmitte überdecken eine Wasserleitung.",jpeg,,https://creativecommons.org/publicdomain/zero/1.0/deed.de,"Stadtarchiv Uster, (ISIL: CH-000629-9)",8.718417,47.347896
8.717725722874702,47.347750435836382,2dfbe87b2437493891f008bcfce6691f,https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/2dfbe87b2437493891f008bcfce6691f/image,1885_1892_01_047.jpg,1885_1892_01_047,"Gujer, Julius",1885-1892,"696649,244887",696649,244887,Zentralstrasse 2a,8610 Uster,Aquarell vom Sternenplatz Richtung Zentralsrasse. Der Brunnen im Vordergrund ist mit jenem in Bild 1/34 identisch. Ganz rechts Fabrik Zangger I von 1824. Links daneben Sägerei. Geradeaus Kirche. Links Zentralstras- se 3.,jpeg,,https://creativecommons.org/publicdomain/zero/1.0/deed.de,"Stadtarchiv Uster, (ISIL: CH-000629-9)",8.717726,47.347750
8.720257213081913,47.347344545819617,075969f46f9a4e99b7f34f9f43182dc3,https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/075969f46f9a4e99b7f34f9f43182dc3/image,1885_1892_01_048.jpg,1885_1892_01_048,"Gujer, Julius",1892,"696841,244845",696841,244845,Florastrasse 18,8610 Uster,Im Garten Villa Grunholzer. Elise Gujer mit den beiden Töchtern Else und Mathilde. Im Hintergrund Waschhaus. „März 1892“,jpeg,,https://creativecommons.org/publicdomain/zero/1.0/deed.de,"Stadtarchiv Uster, (ISIL: CH-000629-9)",8.720257,47.347345
8.718808568339522,47.34985237969196,4acff16f28284f10b0be5a94bfff83b9,https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/4acff16f28284f10b0be5a94bfff83b9/image,1885_1892_01_050.jpg,1885_1892_01_050,"Gujer, Julius",1885-1892,"696727,245122",696727,245122,Bankstrasse 3,8610 Uster,Restaurant Krone. Ganz rechts Poststrasse 6. Ganz links Scheune Ryffel (abgerissen 2006).,jpeg,,https://creativecommons.org/publicdomain/zero/1.0/deed.de,"Stadtarchiv Uster, (ISIL: CH-000629-9)",8.718809,47.349852
8.718635870272577,47.34817213247198,b53d416acdb442b48713cd6816bf3da3,https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/b53d416acdb442b48713cd6816bf3da3/image,1885_1892_01_059.jpg,1885_1892_01_059,"Gujer, Julius",1885-1892,"696717,244935",696717,244935,"Florastrasse 5, 7, 9 (abg.)",8610 Uster,Blick in Florastrasse. Links Restaurant Brauerei. Das „Geländer“ vor der Brauerei diente zum Anbinden der Pferde.,jpeg,,https://creativecommons.org/publicdomain/zero/1.0/deed.de,"Stadtarchiv Uster, (ISIL: CH-000629-9)",8.718636,47.348172
8.717655174431458,47.348120033881997,9fd60aec222044478d8bb0f15e247804,https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/9fd60aec222044478d8bb0f15e247804/image,1885_1892_01_062.jpg,1885_1892_01_062,"Gujer, Julius",1885-1892,"696643,244928",696643,244928,Zürichstrasse 1,8610 Uster,"Zürichstrasse 1, Villa Zangger. Im Vordergrund Zaun des Villengartens.",jpeg,,https://creativecommons.org/publicdomain/zero/1.0/deed.de,"Stadtarchiv Uster, (ISIL: CH-000629-9)",8.717655,47.348120
8.719561693857317,47.345939967845538,5fe721e53a7542a7b3573bd510bc7f74,https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/5fe721e53a7542a7b3573bd510bc7f74/image,1885_1892_01_065.jpg,1885_1892_01_065,"Gujer, Julius",1885-1892,"696791,244688",696791,244688,Kirchgasse 5 oder 7,8610 Uster,Haus des Dachdecker Gyr in Uster. Abgerissen 1889. Typische Tätschhütte.,jpeg,,https://creativecommons.org/publicdomain/zero/1.0/deed.de,"Stadtarchiv Uster, (ISIL: CH-000629-9)",8.719562,47.345940
8.720257213081913,47.347344545819617,7b7c9103061a410983ce62c00d65256e,https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/7b7c9103061a410983ce62c00d65256e/image,1885_1892_01_066.jpg,1885_1892_01_066,"Gujer, Julius",1885-1892,"696841,244845",696841,244845,Florastrasse 18,8610 Uster,Bleistiftzeichnung. Im Vordergrund Garten der Villa Grunholzer an der Floratsrasse 18. Links die Fabrik Zangger von 1836 in der Reibewiese. Im Hintergrund die noch nicht umgebaute Burg. Zeichnung muss vor 1854 entstanden sein.,jpeg,,https://creativecommons.org/publicdomain/zero/1.0/deed.de,"Stadtarchiv Uster, (ISIL: CH-000629-9)",8.720257,47.347345
8.722316021480216,47.346548053736285,572d75efa233421485799b05dc1314b0,https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/572d75efa233421485799b05dc1314b0/image,1893_02_001.jpg,1893_02_001,"Gujer, Julius",1893,"696998,244759",696998,244759,Florastrasse,8610 Uster,"„Wuhranlage im Bau, Mai 1893“. Bau des Ruchwiesweihers. Im Hintergrund Holzverschalung der Badeanstalt vor dem Fabrikbau von 1836 an der Florastrasse 18a.",jpeg,,https://creativecommons.org/publicdomain/zero/1.0/deed.de,"Stadtarchiv Uster, (ISIL: CH-000629-9)",8.722316,47.346548
8.711073162835332,47.346294720545238,4cb702851d1b4509bba994dff72b9122,https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/4cb702851d1b4509bba994dff72b9122/image,1893_02_002.jpg,1893_02_002,"Gujer, Julius",1893,"696149,244717",696149,244717,"Sandstrasse 1-3, 5-7",8610 Uster,„Uster. April 93 v. Westen“. Blick von der BUAG aus auf Burg und Kirche. Die Lenzlinger Siedlung „Im Wil“ steht noch nicht. Die beiden identischen Häuser am rechten Bildrand mit den vorgelagerten Schuppen sind die Kosthäuser der BUAG an der S,jpeg,,https://creativecommons.org/publicdomain/zero/1.0/deed.de,"Stadtarchiv Uster, (ISIL: CH-000629-9)",8.711073,47.346295
8.694647511406487,47.349074305545194,57d6262e497a4b8bb3fb13c735bfb5ca,https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/57d6262e497a4b8bb3fb13c735bfb5ca/image,1893_02_003.jpg,1893_02_003,"Gujer, Julius",1893,"694903,245006",694903,245006,Mündung Aabach,8610 Uster,„Kahnfahrt auf der Aa. April 1893.“ Mit Stangen vorwärtsgetriebener Kahn. Damals gabs am Aabach vergleichsweise wenig Bäume. Sie werden für Heizzwecke gefällt.,jpeg,,https://creativecommons.org/publicdomain/zero/1.0/deed.de,"Stadtarchiv Uster, (ISIL: CH-000629-9)",8.694648,47.349074
8.689866593491239,47.351213170937392,fce3fd0939d84c1597bc071f646ce90b,https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/fce3fd0939d84c1597bc071f646ce90b/image,1893_02_004.jpg,1893_02_004,"Gujer, Julius",1893,"694538,245238",694538,245238,Mündung Aabach,8610 Uster,„Aamündung“. Kahn auf der Aa an der Flussmündung. Auch hier keine Bäume.,jpeg,,https://creativecommons.org/publicdomain/zero/1.0/deed.de,"Stadtarchiv Uster, (ISIL: CH-000629-9)",8.689867,47.351213
8.72083855723724,47.347302107864515,09fe9ee64f244a8c862c9baa774487db,https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/09fe9ee64f244a8c862c9baa774487db/image,1893_02_005.jpg,1893_02_005,"Gujer, Julius",1893,"696885,244841",696885,244841,Florastrasse 20,8610 Uster,Ruchwieshaus an der Florastrasse 20 vom Hof der Villa Zangger aus. „Mai 1893“.,jpeg,,https://creativecommons.org/publicdomain/zero/1.0/deed.de,"Stadtarchiv Uster, (ISIL: CH-000629-9)",8.720839,47.347302
8.720387587775988,47.347262138511155,c86cb1811f09436ea545915c0eb21d77,https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/c86cb1811f09436ea545915c0eb21d77/image,1893_02_006.jpg,1893_02_006,"Gujer, Julius",1893,"696851,244836",696851,244836,"Florastrasse 18, 18a",8610 Uster,„3. Juni 1893“. Grunholzer Villa und Fabrik Zangger an der Florastrasse 18 bzw. 18a.,jpeg,,https://creativecommons.org/publicdomain/zero/1.0/deed.de,"Stadtarchiv Uster, (ISIL: CH-000629-9)",8.720388,47.347262
8.716257210650424,47.348882142432508,1e325abff8fd48769b7802138bdd589e,https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/1e325abff8fd48769b7802138bdd589e/image,1893_02_007.jpg,1893_02_007,"Gujer, Julius",1893,"696536,245011",696536,245011,Zürichstrasse 5,8610 Uster,Kreuzung Zürichstrasse – Seestrasse. Wohnhaus anstelle der heutigen Überbauung Stadthof.,jpeg,,https://creativecommons.org/publicdomain/zero/1.0/deed.de,"Stadtarchiv Uster, (ISIL: CH-000629-9)",8.716257,47.348882
8.720177604771903,47.347336434116521,46c79bc37f974a708cd2a295945ff3c8,https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/46c79bc37f974a708cd2a295945ff3c8/image,1893_02_008a.jpg,1893_02_008a,"Gujer, Julius",1893,"696835,244844",696835,244844,Florastrasse 18,8610 Uster,„2. Juni 1893“ Park der Villa Grunholzer Florastrasse 18.,jpeg,,https://creativecommons.org/publicdomain/zero/1.0/deed.de,"Stadtarchiv Uster, (ISIL: CH-000629-9)",8.720178,47.347336
8.715291204200039,47.346679932501587,ce49f4f8ae964be9a59c1ba0d477098a,https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/ce49f4f8ae964be9a59c1ba0d477098a/image,1893_02_009.jpg,1893_02_009,"Gujer, Julius",1893,"696467,244765",696467,244765,Schulweg 6,8610 Uster,„Schulhaus Uster“ am Schulweg 6.,jpeg,,https://creativecommons.org/publicdomain/zero/1.0/deed.de,"Stadtarchiv Uster, (ISIL: CH-000629-9)",8.715291,47.346680
8.725408589883754,47.347458152769455,7b61257e1eca476d964f216f289e1e85,https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/7b61257e1eca476d964f216f289e1e85/image,1893_02_010.jpg,1893_02_010,"Gujer, Julius",1893,"697230,244864",697230,244864,Freiestrasse 43,8610 Uster,Villa an der Freiestrasse 43.,jpeg,,https://creativecommons.org/publicdomain/zero/1.0/deed.de,"Stadtarchiv Uster, (ISIL: CH-000629-9)",8.725409,47.347458
8.721535343703183,47.346556732637808,9d4041405b3642cb8e0bed7cab7d5c78,https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/9d4041405b3642cb8e0bed7cab7d5c78/image,1893_02_012.jpg,1893_02_012,"Gujer, Julius",1893,"696939,244759",696939,244759,Florastrasse,8610 Uster,„Wuhr im Bau 7. Juni 1893“. Rückhalteweiher (Ruchwiesweiher) hinter der Fabrik Zangger (1836). Im Hintergrund ragt die Burg über die Bäume.,jpeg,,https://creativecommons.org/publicdomain/zero/1.0/deed.de,"Stadtarchiv Uster, (ISIL: CH-000629-9)",8.721535,47.346557
8.718795582458608,47.347657616613063,559b6c7f106c45e5a71ce47650b141cb,https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/559b6c7f106c45e5a71ce47650b141cb/image,1893_02_013.jpg,1893_02_013,"Gujer, Julius",1893,"696730,244878",696730,244878,Florastrasse 6,8610 Uster,"„Inselhof u. Umgebung“. Blick von Fabrik Zangger (1836) nach Westen. Links „Inselhof“ von 1864, in der Mitte der Holzbau der „Oberen Farb“.",jpeg,,https://creativecommons.org/publicdomain/zero/1.0/deed.de,"Stadtarchiv Uster, (ISIL: CH-000629-9)",8.718796,47.347658
8.716685689320077,47.348535569800866,f57350cb61d34edca066487738b71336,https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/f57350cb61d34edca066487738b71336/image,1893_02_014.jpg,1893_02_014,"Gujer, Julius",1893,"696569,244973",696569,244973,Seestrasse 3,8610 Uster,„Untere Spinnerei Mai 93“. Ostseite der driten Fabrik Zangger von 1868.,jpeg,,https://creativecommons.org/publicdomain/zero/1.0/deed.de,"Stadtarchiv Uster, (ISIL: CH-000629-9)",8.716686,47.348536
8.720649374445451,47.347691016756407,b8f605619223469496d4c84ff2200f31,https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/b8f605619223469496d4c84ff2200f31/image,1893_02_015.jpg,1893_02_015,"Gujer, Julius",1893,"696870,244884",696870,244884,Florastrasse 37,8610 Uster,"„u. Nachbarschaft“. Blick aus Fabrik Zangger (1836) nach Nordosten. Vorne Links, Villa Grunholzer an der Florastrasse 18 mit Einmündung in die Imkerstrasse.",jpeg,,https://creativecommons.org/publicdomain/zero/1.0/deed.de,"Stadtarchiv Uster, (ISIL: CH-000629-9)",8.720649,47.347691
8.717276831146581,47.348349113207,cd3f5bcd99784ddca9583fef4ff9dc4c,https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/cd3f5bcd99784ddca9583fef4ff9dc4c/image,1893_02_016.jpg,1893_02_016,"Gujer, Julius",1893,"696614,244953",696614,244953,Zürichstrasse 3,8610 Uster,„Unteres Wohnhaus u. Fabrik“. Ökonomieensemble am Standort des heutigen Uschter 77. Ganz rechts Wohnhhaus Zangger Zürichstrasse 1. Im Hintergrund dritte Fabrik Zangger.,jpeg,,https://creativecommons.org/publicdomain/zero/1.0/deed.de,"Stadtarchiv Uster, (ISIL: CH-000629-9)",8.717277,47.348349
8.719335074907182,47.347525695156797,52bacefe334844a18867302556b33024,https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/52bacefe334844a18867302556b33024/image,1893_02_019.jpg,1893_02_019,"Gujer, Julius",1893,"696771,244864",696771,244864,Obere Farb Weg,8610 Uster,Personen mit Pferd vor dem Fabrikkanal nahe Fabrik Zangger (1836). Tröckneturm der „Oberen Farb“ ganz im Hintergrund.,jpeg,,https://creativecommons.org/publicdomain/zero/1.0/deed.de,"Stadtarchiv Uster, (ISIL: CH-000629-9)",8.719335,47.347526
